Pearson_Correlation,Spearman_Correlation,Mutual_Information,Other_Attribute,Combined_Score
0.9796978320769182,0.9092779064832304,1.1754409521993143,POSIX_BYTES_WRITTEN,1.0214722302531543
0.9206550891528372,0.8639960864465523,1.2750153478047213,POSIX_SIZE_READ_0_100,1.0198888411347036
0.9296180304917552,0.8988869496742307,1.2249410057721164,POSIX_OPENS,1.017815328646034
0.9206550891528372,0.8639960864465525,1.2401940115928782,POSIX_SIZE_READ_0_100,1.0082817290640893
-0.9327763238232136,-0.9368147401074326,1.1452260753694774,POSIX_ACCESS2_ACCESS,1.0049390464333745
0.915550046063784,0.954140932545164,1.141612730469624,POSIX_SEEKS,1.0037679030261906
0.9296180304917552,0.8988869496742308,1.1616939483174744,POSIX_OPENS,0.9967329761611534
0.9390106552194384,0.8994560060162825,1.1388757020786917,POSIX_STATS,0.9924474544381375
0.915550046063784,0.954140932545164,1.1066891192567487,POSIX_SEEKS,0.9921266992885656
0.9390106552194384,0.8994560060162826,1.121816134432201,POSIX_STATS,0.9867609318893074
0.9796978320769184,0.9092779064832304,1.0682943185056966,POSIX_BYTES_WRITTEN,0.9857566856886152
-0.9394119364010228,-0.9250047755945932,1.0824411226194093,POSIX_ACCESS1_ACCESS,0.9822859448716752
0.9351736117924004,0.8950933683903302,1.1129902355438697,POSIX_MEM_NOT_ALIGNED,0.9810857385755334
-0.9394119364010228,-0.9250047755945932,1.0657478409410197,POSIX_ACCESS1_ACCESS,0.9767215176455452
0.9351736117924004,0.8950933683903302,1.098161439139271,POSIX_MEM_NOT_ALIGNED,0.9761428064406671
0.7897968443866148,0.8956561964146541,1.2312712968388382,POSIX_READS,0.9722414458800358
-0.9327763238232136,-0.9368147401074326,1.0451173106936378,POSIX_ACCESS2_ACCESS,0.9715694582080947
0.8921019605262016,0.8941094802832706,1.0955263334540015,POSIX_SIZE_READ_1K_10K,0.9605792580878246
0.8921019605262016,0.8941094802832706,1.0943833165685313,POSIX_SIZE_READ_1K_10K,0.9601982524593344
0.7744894492666715,0.8956561964146541,1.2098438313722906,POSIX_SEQ_READS,0.9599964923512054
0.7897968443866148,0.8956561964146541,1.1884579542115945,POSIX_READS,0.9579703316709546
0.9229315952498632,0.841906113089161,1.0972119007952617,POSIX_SEQ_WRITES,0.9540165363780954
0.7744894492666715,0.8956561964146541,1.1770159978690242,POSIX_SEQ_READS,0.9490538811834499
0.9211857079687226,0.8345624182859606,1.0904252796956913,POSIX_CONSEC_WRITES,0.9487244686501248
0.9211857079687226,0.8345624182859607,1.0832743254651036,POSIX_CONSEC_WRITES,0.9463408172399289
0.9344455850091056,0.8447119587451006,1.058178066780524,POSIX_WRITES,0.9457785368449101
0.9229315952498632,0.841906113089161,1.0249296486887554,POSIX_SEQ_WRITES,0.9299224523425932
0.9344455850091056,0.8447119587451006,0.9792861698228452,POSIX_WRITES,0.9194812378590171
0.9118089276750516,0.8471852597307069,0.9876680781382796,POSIX_SIZE_WRITE_0_100,0.9155540885146793
