Pearson_Correlation,Spearman_Correlation,Mutual_Information,Other_Attribute,Combined_Score
0.8321589449160389,0.6858029032054467,0.322393761145062,POSIX_RW_SWITCHES,0.6134518697555159
0.8321589449160389,0.6858029032054466,0.1733702218146566,POSIX_RW_SWITCHES,0.5637773566453808
0.4754386041960385,0.5765743751034121,0.3835220092888132,POSIX_BYTES_WRITTEN,0.4785116628627546
0.4754386041960386,0.5765743751034121,0.3819616274114046,POSIX_BYTES_WRITTEN,0.4779915355702851
0.4428494363620243,0.5490536768789939,0.3519497857080269,nprocs,0.44795096631634834
0.4428494363620244,0.5490536768789939,0.336954146193245,nprocs,0.44295241981142114
0.6545949765864945,0.4598809828901907,0.2117551592811621,POSIX_ACCESS4_ACCESS,0.44207703958594907
0.6545949765864943,0.4598809828901907,0.1876752766076266,POSIX_ACCESS4_ACCESS,0.4340504120281039
-0.3818555925582739,-0.476831716249627,0.257116630297578,POSIX_ACCESS1_ACCESS,0.37193464636849294
0.3154384981229148,0.3879798848386093,0.3787311593493996,POSIX_SEEKS,0.36071651410364125
0.3154384981229148,0.3879798848386093,0.357872755008497,POSIX_SEEKS,0.3537637126566737
-0.3227108412553015,-0.3554036084410811,0.3639995797381969,POSIX_ACCESS3_ACCESS,0.3473713431448598
-0.3818555925582739,-0.476831716249627,0.1801229743966685,POSIX_ACCESS1_ACCESS,0.3462700944015231
0.3598144116307595,0.4314660100247589,0.2376915968770756,tag,0.342990672844198
0.3598144116307595,0.4314660100247589,0.2343582635437417,tag,0.3418795617330867
-0.2882770379151335,-0.3110684736854315,0.4174586817823065,POSIX_ACCESS2_ACCESS,0.33893473112762385
0.2848424455367609,0.4408278221860928,0.2848827452025406,POSIX_STRIDE1_STRIDE,0.33685100430846476
0.2425390063566737,0.4397072821911506,0.2897870400668827,POSIX_STRIDE1_COUNT,0.32401110953823564
0.2685767123530448,0.4419483621810351,0.2540947074971087,POSIX_STRIDE2_STRIDE,0.32153992734372955
-0.3227108412553015,-0.3554036084410811,0.2827977182367158,POSIX_ACCESS3_ACCESS,0.32030405597769945
0.2491894479289726,0.2415580852632425,0.4558920655949228,POSIX_STATS,0.31554653292904594
0.2321779372314655,0.2416527953535241,0.4492483462916188,POSIX_OPENS,0.3076930262922028
0.2491894479289726,0.2415580852632425,0.4124622581179986,POSIX_STATS,0.3010699304367379
0.2685767123530448,0.4419483621810351,0.1907990688749699,POSIX_STRIDE2_STRIDE,0.30044138113634994
0.2425390063566737,0.4397072821911506,0.2105191182165242,POSIX_STRIDE1_COUNT,0.29758846892144947
0.2321779372314655,0.2416527953535241,0.4156774146344921,POSIX_OPENS,0.2965027157398272
-0.33714777727576,-0.3509812183082557,0.1857939234414991,LUSTRE_STRIPE_WIDTH,0.29130763967517165
0.0598015195405895,0.2415289927452505,0.5677054187091606,POSIX_SEQ_READS,0.28967864366500023
0.2848424455367609,0.4408278221860928,0.1219714931910571,POSIX_STRIDE1_STRIDE,0.2825472536379703
-0.2882770379151335,-0.3110684736854315,0.2466518059348947,POSIX_ACCESS2_ACCESS,0.28199910584515325
0.1757686197772463,0.2416253542270747,0.423144335535178,POSIX_MEM_NOT_ALIGNED,0.2801794365131663
-0.2280129430201247,-0.2352076710238195,0.3295029903679365,POSIX_ACCESS2_COUNT,0.2642412014706269
0.0598015195405895,0.2415289927452505,0.4796251252216641,POSIX_SEQ_READS,0.26031854583583475
-0.0906245571472917,-0.1893500180333771,0.4859628104326674,POSIX_CONSEC_READS,0.25531246187111206
0.0804560498019243,0.24129761622348,0.4307991220521971,POSIX_ACCESS4_COUNT,0.2508509293592005
0.2259225519570148,0.2423209786431194,0.2799060412846421,POSIX_WRITES,0.24938319062825878
0.2117275342000034,0.1576039112089881,0.3761716238018435,POSIX_SIZE_READ_0_100,0.24850102307027833
0.1757686197772463,0.2416253542270747,0.313470739596404,POSIX_MEM_NOT_ALIGNED,0.24362157120024164
-0.0906245571472917,-0.1893500180333771,0.4485440778424001,POSIX_CONSEC_READS,0.24283955100768964
0.1878307978429473,0.2369434219303154,0.300729531980914,POSIX_SEQ_WRITES,0.2418345839180589
0.2259225519570148,0.2423209786431193,0.2521283500546154,POSIX_WRITES,0.24012396021824986
-0.1609468292194153,-0.2592758350015373,0.2990172754009499,POSIX_ACCESS1_COUNT,0.23974664654063416
-0.2280129430201247,-0.2352076710238195,0.2363513868403575,POSIX_ACCESS2_COUNT,0.2331906669614339
-0.33714777727576,-0.3509812183082557,0.0068232856696339,LUSTRE_STRIPE_WIDTH,0.2316507604178832
0.1878307978429473,0.2369434219303154,0.2659273085109832,POSIX_SEQ_WRITES,0.2302338427614153
0.0490854965170183,0.2415289927452505,0.3842679770495532,POSIX_READS,0.22496082210394067
0.0804560498019243,0.24129761622348,0.3503640869601208,POSIX_ACCESS4_COUNT,0.22403925099517505
0.1860251155621567,0.2154331950790996,0.2569030299807262,POSIX_CONSEC_WRITES,0.21945378020732753
-0.1609468292194154,-0.2592758350015373,0.228820824472026,POSIX_ACCESS1_COUNT,0.21634782956432622
0.0490854965170183,0.2415289927452505,0.3549475716029509,POSIX_READS,0.2151873536217399
0.2117275342000034,0.1576039112089881,0.2694803352729606,POSIX_SIZE_READ_0_100,0.21293726022731738
0.1409519313956827,0.1939229682278838,0.2840552168092387,POSIX_SIZE_WRITE_0_100,0.20631003881093504
0.1409519313956827,0.1939229682278838,0.2755687943558071,POSIX_SIZE_WRITE_0_100,0.20348123132645787
0.0680108297014914,0.2330325730975676,0.3018185257180876,POSIX_SIZE_READ_100_1K,0.2009539761723822
0.1460181410232877,-0.1183216352901163,0.3305749703140357,POSIX_STRIDE3_STRIDE,0.1983049155424799
0.0240664002641478,0.1874663653371544,0.3788556608070776,POSIX_SIZE_READ_1K_10K,0.19679614213612662
0.1929703229470761,0.3646372077647509,0.0247783692913103,POSIX_SIZE_WRITE_100K_1M,0.1941286333343791
0.1929703229470761,0.3646372077647509,0.0187119641448196,POSIX_SIZE_WRITE_100K_1M,0.19210649828554885
